date,demographic,product,sales_amount,profit_margin,comment,cluster,cluster_text_aug
2024-04-14,Middle-aged,DR Pepper Zero Sugar,3.33,0.205,Okay but not my favorite.,0,3
2020-09-01,Seniors,Cherry DR Pepper,3.96,0.158,Prefer sugar-free.,1,1
2023-02-05,Young adults,Cherry DR Pepper,4.14,0.254,Too sweet for me.,1,1
2019-10-11,Middle-aged,DR Pepper Classic,2.64,0.192,Packaging was damaged.,1,1
2020-01-12,Seniors,DR Pepper Classic,3.25,0.206,Too sweet for me.,1,1
2022-04-26,Young adults,DR Pepper Zero Sugar,3.31,0.26,Not satisfied with carbonation.,0,0
2020-02-23,Young adults,DR Pepper Classic,3.43,0.19,Perfect for parties.,1,1
2022-11-23,Seniors,DR Pepper Classic,3.46,0.118,"Loved the taste, will buy again.",1,1
2018-05-18,Young adults,DR Pepper Zero Sugar,3.64,0.225,"Loved the taste, will buy again.",0,0
2023-08-19,Middle-aged,DR Pepper Zero Sugar,3.06,0.185,"Loved the taste, will buy again.",0,3
2023-01-06,Middle-aged,DR Pepper Classic,4.69,0.179,Bought for family gathering.,1,1
2019-07-23,Teens,DR Pepper Classic,3.48,0.203,Great value for money.,2,2
2024-06-07,Middle-aged,Diet DR Pepper,3.6,0.161,Not satisfied with carbonation.,3,1
2019-09-23,Young adults,DR Pepper Zero Sugar,3.24,0.223,Prefer sugar-free.,0,0
2022-12-04,Young adults,Cherry DR Pepper,3.41,0.173,Prefer sugar-free.,1,1
2018-06-20,Middle-aged,Diet DR Pepper,2.68,0.144,Too sweet for me.,3,1
2020-06-02,Young adults,Cherry DR Pepper,3.72,0.207,Enjoyed with lunch.,1,1
2019-05-27,Young adults,Diet DR Pepper,4.16,0.112,Perfect for parties.,3,1
2023-04-04,Young adults,Cherry DR Pepper,3.5,0.179,Perfect for parties.,1,1
2024-08-13,Young adults,DR Pepper Classic,3.76,0.131,Not satisfied with carbonation.,1,1
2019-01-10,Young adults,DR Pepper Classic,3.37,0.17,"Loved the taste, will buy again.",1,1
2023-03-11,Teens,DR Pepper Classic,3.61,0.171,Prefer sugar-free.,2,2
2018-07-23,Middle-aged,DR Pepper Classic,4.07,0.213,Not satisfied with carbonation.,1,1
2018-02-26,Young adults,DR Pepper Classic,3.56,0.186,Not satisfied with carbonation.,1,1
2019-10-19,Teens,Cherry DR Pepper,3.39,0.18,Too sweet for me.,2,2
2020-11-14,Middle-aged,DR Pepper Classic,4.3,0.2,Packaging was damaged.,1,1
2024-01-04,Teens,Cherry DR Pepper,3.4,0.144,Packaging was damaged.,2,2
2018-03-13,Young adults,Diet DR Pepper,3.54,0.189,Okay but not my favorite.,3,1
2022-04-07,Middle-aged,DR Pepper Classic,2.75,0.18,Not satisfied with carbonation.,1,1
2020-01-20,Teens,DR Pepper Classic,4.14,0.176,Perfect for parties.,2,2
2020-08-10,Teens,Cherry DR Pepper,5.0,0.152,Great value for money.,2,2
2023-12-24,Teens,DR Pepper Classic,3.49,0.171,Too sweet for me.,2,2
2020-12-05,Seniors,DR Pepper Classic,2.99,0.165,Okay but not my favorite.,1,1
2019-06-01,Middle-aged,DR Pepper Classic,3.88,0.215,Prefer sugar-free.,1,1
2020-11-01,Young adults,DR Pepper Classic,3.55,0.2,Not satisfied with carbonation.,1,1
2018-01-27,Young adults,Cherry DR Pepper,4.77,0.119,Too sweet for me.,1,1
2018-03-25,Middle-aged,DR Pepper Zero Sugar,2.7,0.156,Not satisfied with carbonation.,0,3
2023-04-15,Young adults,DR Pepper Classic,2.83,0.163,Great value for money.,1,1
2020-12-11,Young adults,DR Pepper Zero Sugar,3.15,0.176,Not satisfied with carbonation.,0,0
2022-07-24,Teens,DR Pepper Classic,3.79,0.188,Okay but not my favorite.,2,2
2018-03-15,Middle-aged,DR Pepper Classic,3.12,0.214,Packaging was damaged.,1,1
2019-05-05,Middle-aged,DR Pepper Zero Sugar,3.48,0.216,Okay but not my favorite.,0,3
2023-08-22,Young adults,DR Pepper Zero Sugar,3.03,0.226,Perfect for parties.,0,0
2021-09-21,Teens,DR Pepper Classic,3.36,0.191,Enjoyed with lunch.,2,2
2021-07-01,Teens,Cherry DR Pepper,3.97,0.12,Perfect for parties.,2,2
2019-08-26,Young adults,Cherry DR Pepper,3.56,0.217,Too sweet for me.,1,1
2020-09-28,Young adults,Diet DR Pepper,2.83,0.183,Bought for family gathering.,3,1
2020-04-11,Teens,DR Pepper Zero Sugar,2.19,0.135,Packaging was damaged.,0,3
2021-02-01,Young adults,DR Pepper Classic,3.19,0.171,"Loved the taste, will buy again.",1,1
2019-08-26,Young adults,Cherry DR Pepper,4.95,0.161,Bought for family gathering.,1,1
2024-06-20,Teens,DR Pepper Classic,3.52,0.154,Prefer sugar-free.,2,2
2020-03-03,Middle-aged,DR Pepper Classic,2.99,0.198,Okay but not my favorite.,1,1
2023-03-11,Young adults,Cherry DR Pepper,4.33,0.217,"Loved the taste, will buy again.",1,1
2018-03-09,Middle-aged,Diet DR Pepper,3.18,0.258,Perfect for parties.,3,1
2022-03-05,Young adults,DR Pepper Classic,3.65,0.168,Great value for money.,1,1
2021-04-10,Teens,DR Pepper Classic,3.64,0.111,Perfect for parties.,2,2
2022-09-03,Young adults,DR Pepper Zero Sugar,3.74,0.2,Enjoyed with lunch.,0,0
2021-03-12,Middle-aged,Diet DR Pepper,2.54,0.228,Okay but not my favorite.,3,1
2023-04-17,Young adults,DR Pepper Zero Sugar,3.73,0.191,Packaging was damaged.,0,0
2022-10-27,Young adults,Cherry DR Pepper,4.07,0.134,Bought for family gathering.,1,1
2018-07-16,Teens,Diet DR Pepper,3.24,0.126,Great value for money.,3,2
2022-09-30,Seniors,DR Pepper Zero Sugar,2.57,0.174,Not satisfied with carbonation.,0,3
2019-10-27,Seniors,Cherry DR Pepper,3.58,0.152,Okay but not my favorite.,1,1
2024-02-16,Middle-aged,DR Pepper Zero Sugar,3.02,0.17,Perfect for parties.,0,3
2018-01-12,Young adults,DR Pepper Zero Sugar,3.9,0.244,Enjoyed with lunch.,0,0
2020-08-20,Middle-aged,DR Pepper Zero Sugar,3.72,0.17,Okay but not my favorite.,0,3
2020-11-18,Young adults,DR Pepper Zero Sugar,2.81,0.216,Bought for family gathering.,0,0
2020-09-15,Middle-aged,DR Pepper Zero Sugar,4.0,0.212,Prefer sugar-free.,0,3
2018-03-29,Middle-aged,DR Pepper Zero Sugar,3.48,0.218,Packaging was damaged.,0,3
2020-05-05,Young adults,DR Pepper Zero Sugar,3.24,0.214,Not satisfied with carbonation.,0,0
2019-04-18,Seniors,DR Pepper Classic,3.36,0.149,Enjoyed with lunch.,1,1
2018-04-21,Middle-aged,DR Pepper Zero Sugar,2.71,0.191,"Loved the taste, will buy again.",0,3
2023-03-20,Young adults,DR Pepper Classic,3.77,0.194,Great value for money.,1,1
2024-10-04,Middle-aged,DR Pepper Classic,3.69,0.145,"Loved the taste, will buy again.",1,1
2023-10-18,Young adults,Cherry DR Pepper,3.5,0.229,Not satisfied with carbonation.,1,1
2023-12-07,Middle-aged,DR Pepper Classic,4.06,0.203,Too sweet for me.,1,1
2020-02-18,Young adults,DR Pepper Zero Sugar,3.08,0.152,Too sweet for me.,0,0
2018-09-04,Young adults,Cherry DR Pepper,3.91,0.213,Not satisfied with carbonation.,1,1
2023-09-01,Young adults,DR Pepper Zero Sugar,3.54,0.183,Prefer sugar-free.,0,0
2023-07-29,Middle-aged,DR Pepper Classic,3.91,0.178,Too sweet for me.,1,1
2019-02-03,Seniors,DR Pepper Classic,2.69,0.198,Enjoyed with lunch.,1,1
2022-03-02,Young adults,DR Pepper Classic,3.88,0.11,Perfect for parties.,1,1
2018-11-22,Young adults,DR Pepper Classic,3.51,0.193,Packaging was damaged.,1,1
2021-04-30,Middle-aged,DR Pepper Classic,3.28,0.239,Bought for family gathering.,1,1
2019-08-25,Teens,DR Pepper Zero Sugar,3.03,0.125,"Loved the taste, will buy again.",2,3
2019-10-08,Seniors,DR Pepper Classic,3.35,0.132,Packaging was damaged.,1,1
2018-12-18,Middle-aged,Diet DR Pepper,3.26,0.213,"Loved the taste, will buy again.",3,1
2020-03-21,Seniors,DR Pepper Zero Sugar,2.99,0.15,Not satisfied with carbonation.,0,3
2019-02-08,Middle-aged,DR Pepper Zero Sugar,3.34,0.267,Great value for money.,0,3
2023-03-06,Middle-aged,DR Pepper Zero Sugar,2.23,0.184,Enjoyed with lunch.,0,3
2021-12-21,Teens,DR Pepper Classic,3.59,0.144,Perfect for parties.,2,2
2024-06-28,Young adults,DR Pepper Classic,3.49,0.196,Enjoyed with lunch.,1,1
2019-08-17,Young adults,Cherry DR Pepper,4.83,0.125,Great value for money.,1,1
2024-03-24,Middle-aged,Cherry DR Pepper,2.72,0.202,Bought for family gathering.,1,1
2024-02-06,Middle-aged,DR Pepper Zero Sugar,3.46,0.234,Okay but not my favorite.,0,3
2022-02-10,Teens,Diet DR Pepper,3.42,0.148,Packaging was damaged.,3,2
2021-12-09,Young adults,DR Pepper Zero Sugar,3.38,0.146,Too sweet for me.,0,0
2020-08-08,Teens,DR Pepper Classic,3.28,0.137,Prefer sugar-free.,2,2
2019-10-26,Middle-aged,DR Pepper Classic,3.66,0.143,Perfect for parties.,1,1
2023-06-08,Young adults,DR Pepper Classic,3.57,0.171,Prefer sugar-free.,1,1
2018-06-03,Young adults,Diet DR Pepper,4.97,0.213,Perfect for parties.,3,1
2020-01-03,Young adults,DR Pepper Classic,3.35,0.161,Great value for money.,1,1
2020-03-16,Teens,DR Pepper Classic,3.11,0.171,Prefer sugar-free.,2,2
2018-05-02,Young adults,Cherry DR Pepper,4.7,0.136,Too sweet for me.,1,1
2018-07-01,Teens,DR Pepper Classic,3.67,0.206,Prefer sugar-free.,2,2
2021-12-20,Seniors,DR Pepper Classic,3.76,0.204,Perfect for parties.,1,1
2022-08-31,Young adults,Cherry DR Pepper,4.26,0.165,Okay but not my favorite.,1,1
2018-12-04,Young adults,DR Pepper Zero Sugar,3.04,0.14,"Loved the taste, will buy again.",0,0
2023-11-21,Young adults,DR Pepper Zero Sugar,2.79,0.165,Not satisfied with carbonation.,0,0
2018-08-19,Middle-aged,DR Pepper Classic,3.57,0.208,Packaging was damaged.,1,1
2021-04-20,Young adults,DR Pepper Zero Sugar,2.58,0.213,Bought for family gathering.,0,0
2020-02-18,Teens,Cherry DR Pepper,2.97,0.087,Okay but not my favorite.,2,2
2019-12-29,Teens,Cherry DR Pepper,3.28,0.186,Enjoyed with lunch.,2,2
2020-05-12,Teens,DR Pepper Zero Sugar,1.82,0.158,Too sweet for me.,0,3
2022-03-15,Young adults,DR Pepper Classic,3.32,0.145,Enjoyed with lunch.,1,1
2023-07-07,Young adults,Cherry DR Pepper,3.45,0.104,Packaging was damaged.,1,1
2023-01-08,Young adults,DR Pepper Zero Sugar,3.3,0.184,"Loved the taste, will buy again.",0,0
2018-01-03,Teens,Cherry DR Pepper,3.76,0.157,Great value for money.,2,2
2022-02-08,Middle-aged,DR Pepper Classic,3.43,0.182,"Loved the taste, will buy again.",1,1
2021-09-06,Middle-aged,DR Pepper Zero Sugar,3.59,0.227,Too sweet for me.,0,3
2020-06-26,Teens,Diet DR Pepper,2.99,0.211,Perfect for parties.,3,2
2022-04-21,Young adults,DR Pepper Classic,2.95,0.168,Okay but not my favorite.,1,1
2021-04-22,Young adults,Diet DR Pepper,1.94,0.158,Enjoyed with lunch.,3,1
2024-02-06,Young adults,DR Pepper Classic,3.51,0.232,Prefer sugar-free.,1,1
2023-03-27,Teens,DR Pepper Classic,3.47,0.143,Packaging was damaged.,2,2
2018-05-05,Teens,Cherry DR Pepper,4.33,0.17,"Loved the taste, will buy again.",2,2
2022-08-23,Seniors,DR Pepper Classic,3.07,0.152,"Loved the taste, will buy again.",1,1
2022-01-03,Middle-aged,Cherry DR Pepper,4.08,0.234,Not satisfied with carbonation.,1,1
2024-08-29,Seniors,DR Pepper Classic,2.26,0.133,Prefer sugar-free.,1,1
2023-08-07,Young adults,DR Pepper Zero Sugar,2.35,0.184,Too sweet for me.,0,0
2023-07-04,Middle-aged,Cherry DR Pepper,3.89,0.209,Enjoyed with lunch.,1,1
2024-02-28,Middle-aged,DR Pepper Classic,3.84,0.195,Prefer sugar-free.,1,1
2019-10-26,Middle-aged,DR Pepper Classic,2.67,0.181,Enjoyed with lunch.,1,1
2018-11-24,Teens,Diet DR Pepper,2.8,0.204,Not satisfied with carbonation.,3,2
2020-04-28,Middle-aged,Cherry DR Pepper,3.72,0.224,Packaging was damaged.,1,1
2024-09-21,Young adults,Cherry DR Pepper,3.65,0.154,Not satisfied with carbonation.,1,1
2019-08-12,Young adults,DR Pepper Classic,3.77,0.123,Okay but not my favorite.,1,1
2018-09-22,Young adults,Cherry DR Pepper,4.16,0.224,Not satisfied with carbonation.,1,1
2022-01-06,Middle-aged,Diet DR Pepper,2.56,0.172,Great value for money.,3,1
2018-09-11,Seniors,DR Pepper Classic,3.72,0.172,Prefer sugar-free.,1,1
2020-12-29,Middle-aged,Cherry DR Pepper,3.34,0.203,Perfect for parties.,1,1
2022-04-08,Middle-aged,DR Pepper Classic,3.67,0.209,Packaging was damaged.,1,1
2021-05-21,Young adults,DR Pepper Zero Sugar,2.77,0.129,Great value for money.,0,0
2022-12-14,Middle-aged,DR Pepper Classic,4.04,0.19,Perfect for parties.,1,1
2019-09-02,Young adults,DR Pepper Zero Sugar,3.29,0.18,Packaging was damaged.,0,0
2023-07-03,Young adults,DR Pepper Classic,3.01,0.178,Too sweet for me.,1,1
2023-07-27,Middle-aged,DR Pepper Classic,2.66,0.221,Not satisfied with carbonation.,1,1
2019-07-04,Seniors,DR Pepper Classic,4.09,0.175,Great value for money.,1,1
2021-05-03,Middle-aged,DR Pepper Classic,3.15,0.213,Packaging was damaged.,1,1
2024-05-06,Middle-aged,DR Pepper Classic,3.2,0.182,Okay but not my favorite.,1,1
2022-02-22,Young adults,DR Pepper Classic,3.87,0.231,Bought for family gathering.,1,1
2020-02-17,Young adults,Diet DR Pepper,2.69,0.171,Okay but not my favorite.,3,1
2018-07-18,Middle-aged,DR Pepper Classic,3.6,0.21,Bought for family gathering.,1,1
2023-12-30,Young adults,Cherry DR Pepper,3.71,0.183,Packaging was damaged.,1,1
2021-06-18,Teens,DR Pepper Classic,3.46,0.164,Great value for money.,2,2
2021-05-17,Young adults,DR Pepper Classic,4.1,0.216,Enjoyed with lunch.,1,1
2021-07-13,Young adults,DR Pepper Classic,3.73,0.155,Perfect for parties.,1,1
2018-12-21,Teens,Diet DR Pepper,3.69,0.175,Bought for family gathering.,3,2
2023-07-22,Young adults,Cherry DR Pepper,3.58,0.202,Not satisfied with carbonation.,1,1
2024-02-02,Seniors,DR Pepper Classic,3.14,0.175,Great value for money.,1,1
2019-01-22,Middle-aged,DR Pepper Classic,4.02,0.207,Okay but not my favorite.,1,1
2023-02-12,Young adults,DR Pepper Zero Sugar,2.71,0.145,Great value for money.,0,0
2019-09-25,Middle-aged,DR Pepper Classic,3.56,0.19,Not satisfied with carbonation.,1,1
2018-06-16,Teens,Diet DR Pepper,3.41,0.093,Too sweet for me.,3,2
2021-08-15,Middle-aged,Cherry DR Pepper,3.32,0.191,Okay but not my favorite.,1,1
2020-03-07,Young adults,Cherry DR Pepper,3.32,0.178,Great value for money.,1,1
2021-01-31,Middle-aged,DR Pepper Classic,3.36,0.158,Prefer sugar-free.,1,1
2018-03-27,Middle-aged,DR Pepper Classic,3.87,0.209,Packaging was damaged.,1,1
2023-03-06,Young adults,Diet DR Pepper,3.37,0.216,Okay but not my favorite.,3,1
2023-02-17,Middle-aged,DR Pepper Classic,2.82,0.206,Prefer sugar-free.,1,1
2021-10-23,Young adults,DR Pepper Classic,4.48,0.18,Bought for family gathering.,1,1
2023-08-13,Middle-aged,DR Pepper Zero Sugar,3.19,0.184,Great value for money.,0,3
2020-11-13,Teens,DR Pepper Classic,3.29,0.161,Okay but not my favorite.,2,2
2022-02-06,Middle-aged,Cherry DR Pepper,3.62,0.17,Packaging was damaged.,1,1
2023-01-18,Young adults,Diet DR Pepper,3.08,0.108,"Loved the taste, will buy again.",3,1
2021-05-26,Middle-aged,DR Pepper Classic,3.31,0.247,Great value for money.,1,1
2019-05-11,Seniors,DR Pepper Classic,4.08,0.199,Too sweet for me.,1,1
2019-08-13,Teens,DR Pepper Classic,4.69,0.117,Too sweet for me.,2,2
2022-11-10,Middle-aged,DR Pepper Classic,3.24,0.157,Perfect for parties.,1,1
2022-11-16,Teens,DR Pepper Classic,3.27,0.153,Packaging was damaged.,2,2
2023-08-03,Middle-aged,DR Pepper Classic,3.45,0.202,Perfect for parties.,1,1
2018-01-30,Teens,DR Pepper Classic,2.81,0.174,"Loved the taste, will buy again.",2,2
2024-11-19,Teens,DR Pepper Zero Sugar,3.26,0.14,Prefer sugar-free.,2,3
2024-02-29,Young adults,Cherry DR Pepper,3.79,0.215,Bought for family gathering.,1,1
2019-12-25,Middle-aged,Diet DR Pepper,3.27,0.194,Great value for money.,3,1
2018-06-02,Young adults,DR Pepper Classic,2.57,0.216,Prefer sugar-free.,1,1
2019-11-09,Young adults,DR Pepper Zero Sugar,1.87,0.175,Packaging was damaged.,0,0
2023-09-22,Young adults,DR Pepper Zero Sugar,2.82,0.154,Too sweet for me.,0,0
2024-09-27,Young adults,DR Pepper Classic,3.83,0.169,Bought for family gathering.,1,1
2022-04-25,Young adults,Cherry DR Pepper,2.81,0.2,Enjoyed with lunch.,1,1
2024-10-26,Teens,DR Pepper Classic,3.95,0.161,Too sweet for me.,2,2
2024-01-08,Middle-aged,DR Pepper Classic,3.35,0.202,Enjoyed with lunch.,1,1
2022-06-05,Young adults,DR Pepper Classic,3.09,0.149,Prefer sugar-free.,1,1
2021-07-04,Middle-aged,DR Pepper Classic,3.54,0.198,Not satisfied with carbonation.,1,1
2021-01-31,Young adults,DR Pepper Classic,2.85,0.16,Bought for family gathering.,1,1
2022-04-26,Middle-aged,DR Pepper Classic,2.23,0.18,Enjoyed with lunch.,1,1
2022-09-20,Young adults,DR Pepper Classic,4.1,0.21,"Loved the taste, will buy again.",1,1
2021-11-18,Young adults,DR Pepper Classic,3.48,0.157,Okay but not my favorite.,1,1
2018-04-18,Young adults,DR Pepper Classic,3.14,0.155,Enjoyed with lunch.,1,1
2024-07-04,Young adults,DR Pepper Classic,3.21,0.189,"Loved the taste, will buy again.",1,1
2022-03-12,Young adults,DR Pepper Zero Sugar,2.61,0.153,Great value for money.,0,0
2019-09-25,Young adults,DR Pepper Classic,3.32,0.163,Prefer sugar-free.,1,1
2023-01-08,Young adults,Diet DR Pepper,3.14,0.238,Enjoyed with lunch.,3,1
2019-08-20,Young adults,DR Pepper Classic,3.84,0.175,Packaging was damaged.,1,1
2019-03-02,Seniors,DR Pepper Classic,3.15,0.19,"Loved the taste, will buy again.",1,1
2020-06-25,Young adults,DR Pepper Classic,2.97,0.255,Not satisfied with carbonation.,1,1
2024-03-30,Middle-aged,DR Pepper Zero Sugar,2.73,0.206,Perfect for parties.,0,3
2024-11-03,Teens,DR Pepper Zero Sugar,4.23,0.166,Not satisfied with carbonation.,2,3
2020-01-25,Teens,Diet DR Pepper,3.28,0.159,Packaging was damaged.,3,2
2021-07-14,Young adults,DR Pepper Classic,3.7,0.17,Enjoyed with lunch.,1,1
2022-11-07,Middle-aged,DR Pepper Classic,3.37,0.204,Packaging was damaged.,1,1
2024-12-06,Middle-aged,Cherry DR Pepper,4.57,0.195,Perfect for parties.,1,1
2018-03-20,Middle-aged,Cherry DR Pepper,4.13,0.173,Okay but not my favorite.,1,1
2021-06-19,Teens,DR Pepper Classic,2.98,0.175,Too sweet for me.,2,2
2024-09-19,Seniors,Cherry DR Pepper,3.78,0.116,Prefer sugar-free.,1,1
2020-06-24,Young adults,DR Pepper Zero Sugar,2.81,0.18,Enjoyed with lunch.,0,0
2018-10-03,Teens,DR Pepper Classic,3.71,0.142,Bought for family gathering.,2,2
2023-08-04,Young adults,DR Pepper Classic,4.0,0.149,Perfect for parties.,1,1
2018-06-27,Teens,DR Pepper Classic,2.89,0.169,Enjoyed with lunch.,2,2
2019-11-02,Young adults,Cherry DR Pepper,3.88,0.149,Perfect for parties.,1,1
2020-03-22,Middle-aged,DR Pepper Classic,3.1,0.188,Bought for family gathering.,1,1
2022-04-16,Young adults,DR Pepper Classic,4.21,0.202,Packaging was damaged.,1,1
2018-11-27,Young adults,DR Pepper Classic,3.98,0.122,"Loved the taste, will buy again.",1,1
2023-03-21,Young adults,Cherry DR Pepper,2.71,0.212,Great value for money.,1,1
2018-06-23,Young adults,DR Pepper Classic,2.94,0.179,Perfect for parties.,1,1
2023-01-20,Young adults,DR Pepper Zero Sugar,2.33,0.171,Enjoyed with lunch.,0,0
2024-11-29,Young adults,Cherry DR Pepper,3.67,0.139,Too sweet for me.,1,1
2018-04-02,Teens,Cherry DR Pepper,3.85,0.153,Packaging was damaged.,2,2
2019-08-22,Young adults,DR Pepper Zero Sugar,3.4,0.181,Packaging was damaged.,0,0
2022-04-18,Seniors,DR Pepper Zero Sugar,2.88,0.186,Not satisfied with carbonation.,0,3
2019-02-18,Middle-aged,DR Pepper Classic,3.36,0.186,Prefer sugar-free.,1,1
2023-12-25,Young adults,DR Pepper Classic,3.64,0.151,Perfect for parties.,1,1
2018-03-30,Middle-aged,DR Pepper Classic,5.08,0.209,"Loved the taste, will buy again.",1,1
2022-06-06,Young adults,DR Pepper Zero Sugar,2.24,0.163,Okay but not my favorite.,0,0
2020-12-02,Teens,DR Pepper Classic,2.56,0.165,Enjoyed with lunch.,2,2
2022-07-29,Middle-aged,DR Pepper Classic,3.23,0.169,"Loved the taste, will buy again.",1,1
2018-12-10,Young adults,Cherry DR Pepper,3.34,0.204,"Loved the taste, will buy again.",1,1
2024-06-01,Middle-aged,DR Pepper Classic,3.13,0.245,Great value for money.,1,1
2018-12-07,Young adults,DR Pepper Zero Sugar,2.99,0.175,"Loved the taste, will buy again.",0,0
2021-09-03,Middle-aged,Cherry DR Pepper,3.11,0.24,Not satisfied with carbonation.,1,1
2018-02-04,Young adults,DR Pepper Zero Sugar,2.7,0.203,Great value for money.,0,0
2018-06-20,Middle-aged,DR Pepper Classic,3.35,0.21,Enjoyed with lunch.,1,1
2019-01-21,Young adults,DR Pepper Zero Sugar,2.86,0.18,Bought for family gathering.,0,0
2018-12-01,Teens,DR Pepper Classic,3.43,0.134,Perfect for parties.,2,2
2018-03-20,Middle-aged,DR Pepper Classic,3.43,0.236,Too sweet for me.,1,1
2024-08-16,Middle-aged,DR Pepper Zero Sugar,2.6,0.23,Too sweet for me.,0,3
2021-04-06,Middle-aged,DR Pepper Classic,3.37,0.169,Too sweet for me.,1,1
2023-06-23,Teens,Cherry DR Pepper,3.7,0.153,Great value for money.,2,2
2024-04-02,Middle-aged,DR Pepper Zero Sugar,3.48,0.176,Too sweet for me.,0,3
2023-01-12,Middle-aged,DR Pepper Classic,2.76,0.214,Packaging was damaged.,1,1
2022-04-06,Young adults,DR Pepper Classic,3.51,0.202,Enjoyed with lunch.,1,1
2019-05-08,Young adults,DR Pepper Classic,3.58,0.133,Too sweet for me.,1,1
2021-09-12,Young adults,DR Pepper Classic,3.59,0.177,Great value for money.,1,1
2018-06-04,Young adults,Cherry DR Pepper,3.82,0.193,Perfect for parties.,1,1
2023-10-15,Middle-aged,DR Pepper Classic,2.84,0.203,Bought for family gathering.,1,1
2022-11-03,Young adults,DR Pepper Zero Sugar,3.08,0.234,Great value for money.,0,0
2022-04-11,Young adults,Cherry DR Pepper,3.75,0.133,Bought for family gathering.,1,1
2021-10-20,Teens,DR Pepper Zero Sugar,3.27,0.191,Too sweet for me.,0,3
2018-07-19,Middle-aged,DR Pepper Classic,3.42,0.173,Bought for family gathering.,1,1
2019-05-27,Teens,Cherry DR Pepper,3.43,0.086,Not satisfied with carbonation.,2,2
2024-12-20,Teens,DR Pepper Classic,4.0,0.16,"Loved the taste, will buy again.",2,2
2020-11-29,Middle-aged,DR Pepper Zero Sugar,2.39,0.196,Okay but not my favorite.,0,3
2024-05-08,Middle-aged,Diet DR Pepper,2.51,0.203,Not satisfied with carbonation.,3,1
2024-01-17,Teens,DR Pepper Classic,2.88,0.166,Okay but not my favorite.,2,2
2023-09-14,Seniors,DR Pepper Classic,3.67,0.186,Great value for money.,1,1
2023-06-07,Middle-aged,Cherry DR Pepper,3.34,0.184,Okay but not my favorite.,1,1
